,loss,acc,val_loss,val_acc
0,0.6639060573728287,0.7918804883956909,3.641502068592952,0.4206397235393524
1,0.25446271344484106,0.9210684895515442,0.21900476436488903,0.9327096939086914
2,0.16181764202605659,0.9517808556556702,0.25263955838118607,0.92063969373703
3,0.11691924552029798,0.9630244374275208,0.30038034855029905,0.9028364419937134
4,0.09173005100630882,0.9727588295936584,0.2226105762215761,0.9396499991416931
5,0.06710398753662503,0.9778146743774414,0.9071116102142975,0.7824381589889526
6,0.0669469552003848,0.9790974855422974,0.2863758929575292,0.9188292026519775
7,0.07547179759706917,0.9764564037322998,0.48770330040357435,0.8476161956787109
8,0.04891969497561418,0.984228789806366,0.18901347956405237,0.9468919634819031
9,0.030926129759064155,0.9907938241958618,0.19373835169916184,0.9468919634819031
10,0.021012500362088998,0.9944913983345032,0.16622221046754232,0.9592637419700623
11,0.02193098084254338,0.9936613440513611,0.24121823880928928,0.9393482208251953
12,0.02684186625671358,0.9908692836761475,0.1841556661042537,0.9553409814834595
13,0.06144701432236553,0.9815122485160828,0.25661810093039933,0.9315026998519897
14,0.03720972954371195,0.9870963096618652,0.19962383300298825,0.9514182209968567
15,0.023261679116388573,0.9923785328865051,0.16607702572386748,0.9592637419700623
16,0.014204142948843363,0.9955478310585022,0.22426903077463906,0.9462884664535522
17,0.014888713737648097,0.9952459931373596,0.19218677272035095,0.9595654606819153
18,0.01851195225015917,0.9945668578147888,0.1800059259076079,0.963186502456665
19,0.020409597960765843,0.9934349656105042,0.3206826825894845,0.920337975025177
20,0.01693628295519237,0.9948686957359314,0.19236841016250905,0.9592637419700623
21,0.015235291431484242,0.9943404793739319,0.4077780195332777,0.8992154598236084
22,0.022905320098185168,0.991397500038147,0.3076034062340533,0.9390464425086975
23,0.02297338260211351,0.9923785328865051,0.21828016700321592,0.9496077299118042
24,0.01812329753676443,0.9944159388542175,0.24887393584000306,0.9459867477416992
25,0.013779169894787776,0.9950196146965027,0.20113539476229703,0.9574532508850098
