,loss,acc,val_loss,val_acc
0,1.0123239769663581,0.6832931041717529,2.5442528793445,0.31593239307403564
1,0.36981408053785875,0.8972230553627014,0.6125965155661106,0.801448404788971
2,0.263458863422477,0.9241623878479004,0.745037632349592,0.7736873626708984
3,0.19814075296590092,0.9434047937393188,0.34849923125539833,0.8913699388504028
4,0.14142244586700262,0.9592514634132385,0.26175334179200804,0.9197344779968262
5,0.1079941334367617,0.9664201736450195,0.5586650927479451,0.8195534348487854
6,0.08941529733273618,0.9739661812782288,0.9482306472670573,0.8240796327590942
7,0.08732970853676582,0.9710232615470886,1.1023920052326643,0.751659631729126
8,0.11814810325445844,0.9601569771766663,0.2528034798227824,0.9245624542236328
9,0.06194576102657788,0.9805312156677246,0.19055024354020134,0.9517199993133545
10,0.06847837476108708,0.9779655933380127,0.273883667521519,0.9462884664535522
11,0.04046911780980781,0.9868699312210083,0.2185128943014066,0.9508147239685059
12,0.04057084145420786,0.987775444984436,0.2733084680333447,0.9312009811401367
13,0.038916391439911165,0.9873981475830078,0.21943529113643587,0.9438744783401489
14,0.03541281516136646,0.9883036613464355,0.3613573642080435,0.920337975025177
15,0.03578979908588485,0.9886054992675781,0.3080191189432159,0.9221484661102295
16,0.027832994363234154,0.9910956621170044,0.23030644956340368,0.9474954605102539
17,0.022826905639589435,0.9923785328865051,0.32512151279325524,0.9312009811401367
18,0.019433574570387736,0.9945668578147888,0.439284719799896,0.9143029451370239
19,0.03238009067229508,0.9884545803070068,0.2429386694342471,0.9399517178535461
20,0.049678343101881094,0.9827950596809387,0.47036262390275413,0.8986119627952576
21,0.02799417587138434,0.990341067314148,0.22591131395081623,0.9484007358551025
22,0.012402528346441136,0.9968306422233582,0.31769721902674064,0.9351237416267395
23,0.03375267353073265,0.9887564182281494,0.23088852329685602,0.9487024545669556
24,0.014307829561272797,0.9950196146965027,0.2403314761216349,0.9496077299118042
25,0.019147917447428123,0.9935104250907898,0.2260429307738937,0.9520217180252075
26,0.010370682203627286,0.9966797232627869,0.2736134963790671,0.9429692029953003
27,0.014563468243388295,0.994944155216217,0.34519841274819696,0.9293904900550842
28,0.022069310111224826,0.9924539923667908,0.21633726811957715,0.9553409814834595
29,0.026683066908420233,0.990341067314148,0.3860711298811321,0.9124924540519714
30,0.012244161358240198,0.9961515069007874,0.5692834495208584,0.8747736811637878
31,0.16956587540016135,0.9532900452613831,0.22363140003905685,0.9526252150535583
32,0.03286589242113429,0.9893600940704346,0.19474576889031317,0.9550392031669617
33,0.04152530106248369,0.986341655254364,0.22911876166192366,0.9550392031669617
34,0.03168841188377427,0.9897373914718628,0.1826042112367689,0.9586602449417114
35,0.01299618135240205,0.9961515069007874,0.18929499194466468,0.9592637419700623
36,0.009077776925989146,0.9970570206642151,0.1965644302722117,0.9598672389984131
37,0.0130201811677898,0.9960760474205017,0.20164870128809737,0.9577549695968628
38,0.010282272395410616,0.9973589181900024,0.21053906457270316,0.9583584666252136
39,0.008463309371928513,0.997660756111145,0.22852396171156913,0.957151472568512
40,0.005869289152764842,0.9983398914337158,0.20755349265013698,0.9586602449417114
41,0.006961072663684389,0.9984153509140015,0.2130276976265752,0.9604707360267639
42,0.025212021921302508,0.9916993379592896,0.43510157781062075,0.9130959510803223
43,0.009559735657304367,0.9967551827430725,0.2248751671047033,0.9541339874267578
44,0.004257409189406564,0.9987926483154297,0.2073248405272527,0.9610742330551147
45,0.004437918969881618,0.998943567276001,0.2698447178841504,0.9523234963417053
46,0.005249700042124988,0.9983398914337158,0.2731637579181202,0.9529269933700562
47,0.010625552441784605,0.9964533448219299,0.26603805728882435,0.9484007358551025
